Time,POPDENSITY_CASE_Q_1,POPDENSITY_CASE_Q_2,POPDENSITY_CASE_Q_3,POPDENSITY_CASE_Q_4,POPDENSITY_CASE_Q_5,POPDENSITY_DEATH_Q_1,POPDENSITY_DEATH_Q_2,POPDENSITY_DEATH_Q_3,POPDENSITY_DEATH_Q_4,POPDENSITY_DEATH_Q_5,NH_WHITE_CASE_Q_1,NH_WHITE_CASE_Q_2,NH_WHITE_CASE_Q_3,NH_WHITE_CASE_Q_4,NH_WHITE_CASE_Q_5,NH_WHITE_DEATH_Q_1,NH_WHITE_DEATH_Q_2,NH_WHITE_DEATH_Q_3,NH_WHITE_DEATH_Q_4,NH_WHITE_DEATH_Q_5,BLACK_CASE_Q_1,BLACK_CASE_Q_2,BLACK_CASE_Q_3,BLACK_CASE_Q_4,BLACK_CASE_Q_5,BLACK_DEATH_Q_1,BLACK_DEATH_Q_2,BLACK_DEATH_Q_3,BLACK_DEATH_Q_4,BLACK_DEATH_Q_5,HISPANIC_CASE_Q_1,HISPANIC_CASE_Q_2,HISPANIC_CASE_Q_3,HISPANIC_CASE_Q_4,HISPANIC_CASE_Q_5,HISPANIC_DEATH_Q_1,HISPANIC_DEATH_Q_2,HISPANIC_DEATH_Q_3,HISPANIC_DEATH_Q_4,HISPANIC_DEATH_Q_5,ATKINSON_CASE_Q_1,ATKINSON_CASE_Q_2,ATKINSON_CASE_Q_3,ATKINSON_CASE_Q_4,ATKINSON_CASE_Q_5,ATKINSON_DEATH_Q_1,ATKINSON_DEATH_Q_2,ATKINSON_DEATH_Q_3,ATKINSON_DEATH_Q_4,ATKINSON_DEATH_Q_5,ETASQUARED_Q_1,ETASQUARED_Q_2,ETASQUARED_Q_3,ETASQUARED_Q_4,ETASQUARED_Q_5,ETASQUARED_Q_1,ETASQUARED_Q_2,ETASQUARED_Q_3,ETASQUARED_Q_4,ETASQUARED_Q_5
125,3.174909673,7.81892588,3.828725615,4.518828032,7.718042538,0.037133446,0.165618274,0.178912412,0.115024714,0.391408239,8.19107756,7.37307107,6.027893394,3.239054198,2.303844743,0.355774771,0.424853232,0.240263189,0.110561901,0.152205959,3.169404264,3.522072854,4.956836103,7.116931123,9.142322422,0.059057222,0.094236063,0.184457235,0.360708276,0.448429022,3.271029362,3.873722277,5.465301167,6.452572966,8.616884625,0.129362743,0.233089306,0.284858121,0.298190031,0.392172552,7.569693524,6.002889346,4.302618704,4.886209183,7.66672835,0.241585964,0.262467658,0.154837969,0.11134793,0.390176074,3.730484555,3.307634259,4.160562327,6.34048233,8.6659347,0.129917373,0.049738861,0.138612071,0.222939167,0.476324513
126,4.567413915,6.964684257,4.074091208,5.349822901,8.243494694,0.204233956,0.322519797,0.250477377,0.326294596,0.819936331,9.398096802,7.429095672,5.611308026,3.648542718,2.068617352,0.73425857,0.902229529,0.569656271,0.257977768,0.186798222,2.431188985,3.761589514,5.083424402,8.126130149,9.443216355,0.078742963,0.23951666,0.47018511,0.758271529,0.900740547,3.936323469,3.673931444,5.220190691,6.179016025,9.849885397,0.363447707,0.492077424,0.764038062,0.578229364,0.795898468,6.321499379,5.97748925,5.241030635,4.833810157,8.3157591,0.382511109,0.338667946,0.394133011,0.288194644,0.820337829,2.876741821,2.964436117,4.217767308,6.800222168,9.485627588,0.185596247,0.129321039,0.334429124,0.547529354,0.952649025
127,4.437446853,6.424245678,4.932870785,5.385034548,8.470338246,0.259934125,0.27893604,0.209583111,0.377938344,0.967590862,8.988646147,8.595107703,6.461917219,2.850040103,2.179312595,0.741828246,1.30023764,0.540592175,0.348065242,0.262901202,2.952861116,4.236696332,5.609670044,7.928524745,9.880968496,0.127957315,0.298414199,0.434017025,1.034291775,0.918211807,2.66733656,4.262204454,7.022083924,7.609031694,9.074526244,0.338807184,0.58457318,0.77949548,0.67027933,0.969840795,4.932380089,5.444087234,4.701443775,5.211519804,8.626384712,0.322114618,0.211667466,0.295599758,0.318760742,0.986594085,3.340732437,3.029096637,4.622602564,6.988507578,9.655787049,0.222715496,0.169112128,0.305826633,0.576407485,1.164890934
128,4.920181657,8.385514712,5.873438893,6.101004703,9.100138436,0.05570017,0.20920203,0.301595209,0.244134086,0.715588297,9.472417257,9.60471772,7.219521307,3.820527897,2.670522735,0.636540934,0.801852117,0.466963133,0.176080064,0.200635128,3.041446949,4.252402342,6.184742602,8.607597283,10.91953788,0.088585833,0.153133602,0.361680854,0.650059046,0.823090499,3.480473803,5.246359302,7.141326859,7.707564052,10.19070966,0.240245094,0.480977933,0.624921305,0.552299796,0.672020723,10.20700696,8.009496927,6.118445791,5.43858225,9.171873592,0.241585964,0.330201248,0.290907699,0.27727818,0.709219724,4.194475171,3.974134996,5.355266369,7.641153327,10.34679303,0.092798123,0.129321039,0.261822801,0.525581975,0.805055514
129,6.962521212,9.161305574,5.679191132,6.657348726,8.931036879,0.278500848,0.252785787,0.230030244,0.213617325,0.598454535,10.24727682,8.967437871,6.388288177,3.423324032,2.213904858,0.626218649,0.562580379,0.34101872,0.176080064,0.138369054,2.844589541,4.566522552,6.913529522,8.43978952,10.6662046,0.029528611,0.200251634,0.349022024,0.517537962,0.702732926,3.443513019,4.894875428,6.871926155,7.12803821,10.61304933,0.166323527,0.351483874,0.397476449,0.439506176,0.635435067,7.569693524,10.7019071,4.438688434,5.397099688,9.246794132,0.322114618,0.228600864,0.187682386,0.229245739,0.607361461,3.674805681,4.098482149,5.97352021,7.903366752,10.03147962,0.055678874,0.144242697,0.211218394,0.436637333,0.686126859
130,4.456013576,6.685748216,3.99741446,5.617431418,8.169254986,0.05570017,0.200485279,0.12779458,0.185448008,0.539887655,8.917766453,7.962496571,5.888385736,3.57892967,2.040943541,0.487900024,0.555577304,0.375895634,0.188364719,0.096858338,2.480403337,3.372865754,5.461380894,7.760716982,9.668401492,0.068900093,0.153133602,0.28391947,0.497934251,0.583345979,3.659117591,4.661786122,6.496531731,6.832441136,8.93652772,0.117042482,0.332984723,0.463722523,0.444692089,0.49872025,6.784539143,6.121423127,4.945430877,4.66133003,8.308603768,0.060396491,0.143933877,0.197066506,0.17466342,0.545909781,2.91386107,3.014174979,4.5081926,6.906493688,9.269116446,0.074238499,0.094503836,0.17821552,0.363864444,0.622088352
131,2.785008485,4.454259894,4.155879739,3.626799641,6.590423861,0,0.156901523,0.102235664,0.115024714,0.345627085,7.0810878,6.615571763,4.435180964,2.448741353,1.05852326,0.319302696,0.378166064,0.220887125,0.069613048,0.041510716,1.732345188,2.297004035,3.898919605,6.058330747,8.109576796,0.049214352,0.09030956,0.189882448,0.324637449,0.366896473,2.014362714,3.784926351,4.964039202,5.637088057,7.093766024,0.061601306,0.14059355,0.240694072,0.293004117,0.347884653,3.543260798,7.086626773,3.27036558,3.412486574,6.618682586,0,0.135467178,0.145453849,0.100431467,0.350190392,2.39419158,1.900024491,3.258483768,5.230406994,7.610214174,0,0.054712747,0.121010538,0.278385178,0.376912354
132,3.026375887,5.230050756,4.186550438,4.469531726,6.729417092,0.092833616,0.191768528,0.153353496,0.143194031,0.383159382,6.693658021,7.552816668,4.623128781,3.984323305,1.695020907,0.310356715,0.465704505,0.220887125,0.262072653,0.131450601,1.820931021,3.753736509,4.573454398,6.50059046,7.611645869,0.078742963,0.113868576,0.260410215,0.365413167,0.388250236,3.043104528,4.121610905,5.162777426,5.289631847,7.558468033,0.117042482,0.225689646,0.362145209,0.268371028,0.382544748,3.986168398,5.300153357,4.645139059,4.720278934,6.661193679,0.161057309,0.25400096,0.159530028,0.218329275,0.368289174,1.911641339,2.372543671,4.701809462,5.409451403,7.563862492,0.055678874,0.074608292,0.209018203,0.242576296,0.441560752
133,4.121812558,6.206326897,4.713064108,5.248882846,7.639265959,0.185667232,0.366103553,0.276036293,0.223007098,0.560097353,8.477348942,8.104892435,4.741322769,2.800901481,1.52205959,0.538135147,0.582422426,0.395271698,0.212934031,0.152205959,2.30323167,3.184393628,5.025555465,7.280033996,9.226766849,0.147643056,0.231663655,0.280302662,0.487740322,0.687202917,2.242287547,4.443496137,4.977288417,5.687650714,9.247826717,0.277205878,0.42918031,0.463722523,0.471918135,0.528887369,6.623481834,6.138356524,4.007018946,4.539065635,7.840139938,0.342246782,0.347134645,0.323752116,0.26199513,0.55222331,2.876741821,2.491916938,3.709523048,6.834875924,8.754978719,0.167036622,0.144242697,0.253022035,0.371950321,0.661121347
134,6.981087936,7.592290347,4.845970471,4.711318368,6.954610874,0.037133446,0.252785787,0.184024195,0.295777835,0.646297903,7.961922823,7.481618737,4.191042562,2.77633217,1.681184002,0.666819638,0.622106519,0.352644358,0.208839145,0.172961317,2.106374263,3.616308917,4.562603972,6.66526163,8.644391495,0.137800185,0.204178136,0.345405215,0.585758875,0.733792945,2.907581655,5.035468978,4.888960317,5.410204338,8.243967682,0.178643788,0.43657997,0.432807688,0.417466043,0.702829696,12.03903385,7.027359883,4.570066105,4.23340465,7.038742695,0.140925145,0.338667946,0.248679162,0.18994647,0.66207871,2.67258595,3.327529803,4.125359261,5.989324263,8.045066129,0.055678874,0.094503836,0.239820885,0.486307717,0.736747774
135,5.365783014,8.237329941,6.313052248,5.284094493,9.12117302,0.092833616,0.27893604,0.301595209,0.27699829,0.630625076,10.12822646,8.942927108,6.056957489,4.160403369,2.16547569,0.538135147,0.773839816,0.451462282,0.171985179,0.159124412,2.864275282,3.812634048,6.110598027,8.157496086,11.44464632,0.049214352,0.168839613,0.381573301,0.63829682,0.650319145,3.714558766,5.335155228,7.878866491,7.558469036,9.879410663,0.252565356,0.358883535,0.560883433,0.563968101,0.587937901,8.274319251,9.601236273,4.823437326,5.709310552,9.111263716,0.161057309,0.220134165,0.445745667,0.211779397,0.638508202,3.396411311,3.039044409,5.350865986,7.591482943,10.39070515,0.074238499,0.11439938,0.268423376,0.516340973,0.699544451
136,5.941351435,9.309490346,5.234465994,6.333401574,8.092953064,0.278500848,0.339953299,0.168688846,0.338031811,0.572470638,9.408419087,8.11189551,5.712063557,3.28000305,2.497561418,0.561532327,0.625608057,0.397209304,0.176080064,0.131450601,3.139875653,4.311299882,5.578927171,8.117504516,9.587839568,0.127957315,0.255222671,0.370722875,0.560666125,0.602758491,3.197107794,4.813479162,5.639749164,7.472901462,9.367211488,0.19712418,0.281187099,0.463722523,0.477104049,0.598849412,7.348239724,7.730095871,4.645139059,5.277018586,8.437820655,0.201321636,0.287867754,0.361288593,0.246712081,0.58294915,3.916080801,3.630936855,4.437786469,7.248410753,9.452693499,0.111357748,0.119373266,0.316827591,0.456274462,0.640385068
137,5.811384372,5.81407309,4.309233235,5.854523174,7.616169161,0.111400339,0.235352284,0.153353496,0.159626133,0.445850691,8.206216912,7.806094557,5.79538063,3.468367769,2.296926291,0.401192827,0.491382447,0.306141805,0.131036327,0.124532148,2.706789356,3.946135138,4.794079718,7.415691674,9.119027408,0.137800185,0.145280597,0.258601811,0.416382815,0.472694662,3.006143745,5.438750476,6.196216192,6.787064392,8.205456466,0.166323527,0.29228659,0.401892854,0.348752688,0.42041411,5.898723943,6.629425046,5.212878277,5.178770412,7.670516467,0.181189473,0.245534261,0.192374446,0.185579884,0.441105205,2.728264824,2.949514459,4.660005821,6.484872983,8.728143536,0.129917373,0.109425494,0.187016287,0.302642808,0.509868492
138,3.601944307,3.25134822,2.852375024,3.868586284,6.133024771,0.018566723,0.13946802,0.102235664,0.089202839,0.292009518,6.42252599,6.349454903,3.873275119,2.661675384,1.528978043,0.27388464,0.318639924,0.178259785,0.053233508,0.048429169,2.391817504,2.567932716,3.949554925,5.905421804,6.824468516,0.059057222,0.058897539,0.128396703,0.300328848,0.298952681,1.595473832,4.010615997,4.226499569,5.127572048,6.695174937,0.086241829,0.118394568,0.194321819,0.216511892,0.309373437,3.523128635,3.556013435,3.073299074,3.405936696,6.243238079,0.120792982,0.093133685,0.159530028,0.098248174,0.289159614,2.654026325,2.009449986,3.249683002,5.092947093,6.836872967,0.037119249,0.034817203,0.099008622,0.196371287,0.340928813
139,4.474580299,6.729331973,4.329680368,6.335749017,7.263118105,0.074266893,0.122034518,0.12779458,0.093897725,0.3361409,8.184884188,6.724119429,6.454166793,3.791863701,1.778042339,0.280766164,0.382834781,0.186010211,0.208839145,0.10377679,2.519774819,4.162092782,5.839337386,6.497453866,9.06370175,0.029528611,0.102089068,0.189882448,0.29405566,0.377573354,2.229967286,3.773826861,5.410096105,7.034691765,8.286971873,0.178643788,0.136893719,0.236277667,0.264481592,0.334405727,5.053173071,7.103560171,4.457456673,6.078287027,7.300543685,0.100660818,0.18626737,0.13137767,0.18994647,0.318201846,2.876741821,3.297686486,3.99994834,6.824479797,8.309758624,0.037119249,0.074608292,0.12321073,0.285315929,0.352516733
140,4.623114085,5.404385781,4.595493094,4.685496494,7.259818562,0.037133446,0.34867005,0.245365593,0.215964768,0.532463684,8.544099721,6.475510257,4.762636439,2.813186136,1.778042339,0.541575909,0.493716806,0.346831539,0.233408457,0.186798222,2.883961023,3.486734331,4.152096203,6.310042392,9.552897047,0.127957315,0.180619121,0.300195109,0.457942681,0.644495391,2.501013033,3.821924654,5.805364351,6.689828512,7.790819038,0.277205878,0.351483874,0.443848701,0.447285046,0.505138786,5.355155525,7.526895103,4.401151957,4.196288673,7.303069097,0.362378945,0.25400096,0.253371221,0.255445252,0.527810999,2.895301445,2.780402332,4.384981871,5.425623156,8.514681846,0.129917373,0.149216583,0.226619735,0.373105446,0.615989447
141,5.384349738,6.964684257,5.38781949,4.422582863,8.088828636,0.278500848,0.400970558,0.230030244,0.241786643,0.542774754,8.50005797,8.300978542,5.487301219,4.098980091,2.366110817,0.531253623,0.562580379,0.370082815,0.212934031,0.193716675,3.248147227,3.847972572,5.515633022,7.629764195,9.268503749,0.147643056,0.180619121,0.350830428,0.550472196,0.551315335,3.197107794,4.565590535,6.110096295,6.503135624,9.052061368,0.234084964,0.395881837,0.426183081,0.414873086,0.556487074,6.059781252,7.975630132,5.264490934,4.803244059,8.028283093,0.4429076,0.338667946,0.201758565,0.21396269,0.556432329,3.916080801,3.412085867,5.1110451,6.196091678,9.181902098,0.074238499,0.174086014,0.220019161,0.470135964,0.59708284
142,4.30747979,7.33078781,6.650429939,6.25593595,8.449303662,0.037133446,0.261502538,0.178912412,0.199532666,0.473896803,9.94242532,8.097889359,5.504739676,4.090790321,2.068617352,0.455556863,0.50305424,0.29839138,0.131036327,0.152205959,2.992232597,3.47102832,5.293199297,7.829722044,11.08939735,0.059057222,0.160986608,0.260410215,0.438338971,0.5348147,3.498954195,7.414459832,7.108203821,7.191565651,9.105977071,0.123202612,0.373682856,0.386435436,0.410983651,0.441595279,6.341631543,10.93897466,6.353048774,5.298851514,8.475701827,0.241585964,0.245534261,0.220526804,0.205229519,0.470989241,3.285053563,3.004227206,4.888825748,7.123657229,9.974759802,0.074238499,0.104451608,0.184816095,0.34076194,0.547071815
143,5.180115782,8.481398976,5.474719804,5.028223191,8.027787098,0.111400339,0.252785787,0.199359545,0.211269882,0.454099548,8.811102837,7.887797102,5.787630205,4.242301073,2.379947723,0.413579569,0.493716806,0.348769145,0.184269834,0.110695243,2.883961023,4.546890039,5.38361951,7.602319,9.517954525,0.108271574,0.137427592,0.245942981,0.432849932,0.515402188,3.615996676,5.035468978,6.408203631,6.819476352,8.869774945,0.178643788,0.362583365,0.423974878,0.372089299,0.422981525,7.811279488,8.873100189,5.255106814,5.091438702,8.01439333,0.261718127,0.330201248,0.192374446,0.135364151,0.467201124,4.101677048,4.12335158,5.08244261,6.583058626,9.069072348,0.129917373,0.094503836,0.182615903,0.34076194,0.525115756
144,4.734514424,6.084292379,5.689414698,5.007096203,7.035449667,0.204233956,0.191768528,0.122682797,0.178405678,0.380684725,8.032802516,6.945883479,4.764574045,3.591214326,2.054780447,0.367473361,0.373497347,0.265452072,0.171985179,0.159124412,2.657575004,3.820487054,4.873649506,6.605666349,8.633714614,0.088585833,0.121721581,0.235092555,0.337183824,0.442605269,2.685816952,4.543391554,6.178550572,6.258101207,7.681703925,0.240245094,0.303386081,0.344479589,0.33060199,0.336331288,6.482556688,6.307690497,5.635163646,4.74866174,7.077044769,0.342246782,0.203200768,0.14076179,0.152830493,0.385125251,3.730484555,3.039044409,4.334377464,6.191471177,7.998714448,0.167036622,0.099477722,0.140812263,0.279540303,0.43973108
145,6.628320194,6.180176643,5.275360259,4.147932016,6.749214348,0,0.217918781,0.071564965,0.100940055,0.206633854,7.299232099,7.006576798,4.960272288,3.116207642,2.061698899,0.187177442,0.242773276,0.143382871,0.085992589,0.055347621,3.425318894,3.612382414,4.792271314,6.335135142,7.990189848,0.059057222,0.086383058,0.106695852,0.196821255,0.237803269,2.66117643,3.322447569,5.321768005,6.477206056,7.376823464,0.055441176,0.14059355,0.172239794,0.171135148,0.209244275,5.153833889,6.891892704,4.743672312,4.05874123,6.856071265,0.161057309,0.059266891,0.098533253,0.106981345,0.209609153,2.895301445,3.208156537,4.325576697,5.559617682,7.714505456,0.074238499,0.029843317,0.090207856,0.152476529,0.243956216
146,2.840708655,5.517703547,4.472810297,4.016475201,6.625069058,0.018566723,0.13946802,0.107347447,0.079813067,0.191785912,7.874527473,5.74835761,4.229794689,2.248091978,2.317681649,0.159651348,0.232268663,0.153070903,0.098277245,0.020755358,1.761873799,2.599344737,4.085185245,6.135961441,8.260023762,0.019685741,0.062824042,0.101270639,0.16467117,0.245568274,3.634477068,3.633233311,4.780758395,5.507440217,7.349223759,0.061601306,0.122094398,0.211987439,0.199657673,0.156612279,6.442292361,6.062156236,4.720212014,3.825128905,6.583326825,0.2214538,0.110067083,0.107917372,0.11134793,0.18477594,2.152916459,2.198457658,4.211166734,5.884207868,7.238790834,0,0.034817203,0.105609197,0.140925277,0.219560595
147,3.471977245,6.302211161,5.541172986,4.596293655,6.531032095,0.148533786,0.244069035,0.158465279,0.138499145,0.250352793,8.02798545,6.016808828,3.919777671,2.555208368,2.206986406,0.244982241,0.289460444,0.19182303,0.098277245,0.041510716,1.860302503,2.748551837,4.360062694,6.272403268,8.238669999,0.059057222,0.121721581,0.182648831,0.214856669,0.311570814,3.64679733,4.265904285,4.409780376,5.477621214,7.586709592,0.123202612,0.159092701,0.247318679,0.251516808,0.233634712,7.408636215,10.12617159,4.846897624,4.176639038,6.430118529,0.201321636,0.220134165,0.178298267,0.144097322,0.249594835,2.654026325,3.531459133,4.875624599,5.006312702,7.552884463,0.074238499,0.084556064,0.156213604,0.172113658,0.300066146
148,5.5143168,6.145309638,6.200593018,5.262967505,6.025377194,0.204233956,0.20920203,0.184024195,0.241786643,0.613302477,7.615782185,5.770534015,3.993406713,2.79271171,2.158557237,0.511985357,0.683967017,0.403022123,0.429962947,0.124532148,2.401660374,3.895090603,4.199114714,5.507074403,8.235758122,0.068900093,0.243443163,0.376148088,0.633591929,0.559080339,2.993823483,3.981017355,4.469401843,5.663017625,7.132277241,0.135522874,0.307085911,0.529968598,0.456360395,0.618746874,5.355155525,8.864633491,5.935455464,4.375318679,6.096343312,0.2214538,0.279401056,0.215834744,0.382076232,0.587579071,3.043778443,3.939317794,4.563197391,5.318196511,6.972268667,0.129917373,0.104451608,0.349830465,0.397363076,0.689176312
149,4.30747979,7.33078781,5.152677463,5.380339661,7.302712616,0.185667232,0.270219289,0.224918461,0.253523858,0.415329922,8.902627101,6.659924573,4.512685218,3.300477476,2.082454257,0.381924561,0.483212193,0.329393082,0.159700523,0.152205959,2.893803893,3.683059462,5.237138764,6.494317272,9.38497882,0.078742963,0.188472126,0.282111066,0.389721768,0.476577164,2.9568627,4.306602417,5.496216002,6.12715689,8.485304637,0.227924833,0.329284893,0.404101056,0.396722389,0.375484358,6.120177743,7.069693376,6.512578802,4.580548198,7.346421994,0.281850291,0.364068042,0.262755341,0.200862933,0.418797404,2.301393457,2.840088965,5.238656214,6.241141561,8.294511361,0.074238499,0.174086014,0.193616861,0.345382441,0.472055279
150,8.280758562,8.298347199,6.359058297,5.377992218,7.998503657,0.222800679,0.322519797,0.158465279,0.201880109,0.418629465,9.876362693,6.816326587,5.615183238,3.615783637,2.442213797,0.428030769,0.394506573,0.323580263,0.163795408,0.096858338,3.779662228,4.96702582,5.606053235,7.487833329,9.733433406,0.098428704,0.1492071,0.251368193,0.372470503,0.503754681,3.677597983,4.177108358,5.986436955,7.16822904,9.217017744,0.154003266,0.299686251,0.388643639,0.369496342,0.394098112,6.844935633,9.550436082,5.832230152,5.547746888,8.028283093,0.241585964,0.347134645,0.14076179,0.220512568,0.419639208,3.544888308,4.600844645,5.350865986,6.652366139,9.159946039,0.148476997,0.099477722,0.180415712,0.317659435,0.485472871
151,6.906821043,7.383088317,5.367372357,5.537618351,7.44211829,0.05570017,0.261502538,0.122682797,0.164321019,0.348926628,9.039569421,6.889858877,5.064903032,3.071163904,1.861063772,0.335818352,0.348986584,0.240263189,0.200649375,0.089939885,3.592647691,4.389829934,4.595155249,7.29336452,9.07243738,0.049214352,0.157060105,0.175415214,0.329342339,0.398927117,2.987663353,4.362099871,6.12334551,6.88559675,8.29531597,0.160163396,0.29598642,0.324605766,0.281335811,0.322852362,7.146918088,7.349094432,6.287359939,4.864376256,7.526147111,0.161057309,0.152400576,0.211142685,0.139730736,0.352715803,3.619126807,3.486694158,4.838221341,6.029753646,8.756198501,0.092798123,0.069634405,0.158413796,0.251817298,0.404967319
152,4.585980639,6.668314714,7.151384693,6.361570891,6.195303637,0.037133446,0.174335025,0.107347447,0.103287498,0.205396526,7.942654557,6.310937989,4.659943302,2.215332896,1.708857813,0.203004947,0.215928154,0.162758934,0.069613048,0.027673811,2.80521806,2.721066319,5.452338873,6.411197539,7.738797821,0.019685741,0.058897539,0.12297149,0.189763919,0.250421402,3.190947663,3.659132123,5.262146538,6.186794896,7.368479367,0.080081698,0.162792531,0.176656199,0.189285846,0.193839788,4.026432726,9.321835218,6.573575577,4.844726621,6.406548022,0.301982454,0.135467178,0.093841193,0.096064881,0.206241937,2.839622571,2.725689585,4.849222299,6.540318993,7.059483015,0.018559625,0.049738861,0.085807473,0.154786779,0.244566107
153,2.376540574,5.988408116,6.824230568,4.436667522,7.54440411,0.259934125,0.156901523,0.092012098,0.110329827,0.25860165,7.591696853,8.446875943,5.250913242,3.468367769,3.500737057,0.204381251,0.350153763,0.168571754,0.118751671,0.07610298,2.598517782,4.460506981,5.90443994,7.145160467,8.303701914,0.078742963,0.109942073,0.235092555,0.236812825,0.248480151,3.35111106,4.824578653,7.900948516,6.905043926,7.432664727,0.129362743,0.114694738,0.284858121,0.265778071,0.216946518,4.590133307,8.001030228,5.292643292,3.783646343,7.701663209,0.161057309,0.143933877,0.098533253,0.091698296,0.267693617,3.19225544,3.113652701,4.789817126,7.485211423,7.8535605,0.055678874,0.099477722,0.138612071,0.232180169,0.266522167
154,7.370989124,8.333214204,8.700255001,5.298179152,6.206852036,0.148533786,0.27893604,0.178912412,0.208922439,0.376147854,8.425737515,5.988796527,3.919777671,2.68214981,2.130883426,0.369537818,0.376998885,0.310017018,0.163795408,0.110695243,3.513904728,3.879384593,5.132251317,5.961096342,8.324085051,0.039371482,0.117795079,0.220625321,0.342672863,0.468812159,2.045163367,5.242659472,4.529023311,5.262405801,8.024453749,0.147843135,0.303386081,0.362145209,0.353938602,0.342107971,12.72352741,8.271964585,6.043372836,4.47138356,6.488623895,0.241585964,0.287867754,0.187682386,0.235795617,0.371235487,2.895301445,3.093757156,5.062640885,6.514906238,7.100345681,0.111357748,0.109425494,0.138612071,0.266833926,0.459857468
155,4.493147022,5.613587811,6.461293961,5.814616641,6.423384518,0.222800679,0.252785787,0.173800629,0.176058235,0.347689299,8.028673602,5.865075531,4.704508248,3.222674657,2.034025089,0.35852738,0.345485046,0.257701646,0.126941441,0.083021432,3.809190839,3.541705367,4.993004188,5.994030576,8.257111885,0.049214352,0.1492071,0.235092555,0.306602035,0.416398378,2.488692772,4.284403436,5.147320008,5.717469717,7.636774173,0.135522874,0.225689646,0.313564754,0.29041116,0.34916836,7.509297033,7.086626773,5.99176018,4.83599345,6.523558753,0.241585964,0.203200768,0.187682386,0.211779397,0.345139569,2.858182196,3.630936855,4.428985703,6.368205335,7.191219372,0.167036622,0.069634405,0.169414754,0.288781305,0.392159618
156,7.965124267,6.415528927,7.008254763,5.091604156,6.861398796,0.018566723,0.217918781,0.153353496,0.143194031,0.35800037,8.504875036,6.301600555,4.942833831,2.837755448,2.345355459,0.339259114,0.346652225,0.279015316,0.122846556,0.145287506,4.773792137,4.268108353,5.564459937,5.905421804,8.89190102,0.137800185,0.141354094,0.206158087,0.287782473,0.440664017,2.587254862,4.584089687,5.266562943,6.12715689,8.068741648,0.141683004,0.122094398,0.346687791,0.346159731,0.32413607,7.690486506,8.009496927,6.198210805,5.22461956,6.860280284,0.201321636,0.160867274,0.13606973,0.170296835,0.357345724,3.210815064,4.317333138,5.227655256,5.921171875,7.805379147,0.092798123,0.079582178,0.176015328,0.23680067,0.414115677
157,8.429292348,6.903666998,8.275976996,8.138585343,9.188813643,0.148533786,0.20920203,0.173800629,0.176058235,0.402131752,10.5204733,10.4310806,6.113148074,3.709965996,2.248497122,0.388117932,0.41318144,0.294516167,0.126941441,0.10377679,3.553276209,6.451243812,6.68386218,10.12335619,9.707226515,0.059057222,0.109942073,0.195307661,0.339536269,0.525108444,2.451731988,4.550791214,12.82744827,7.977231558,9.641282976,0.135522874,0.395881837,0.459306118,0.401908302,0.30102934,6.865067797,6.807225718,6.517270862,6.274783375,9.766187093,0.161057309,0.143933877,0.253371221,0.161563664,0.405328542,3.860401927,5.073363825,5.980120785,8.263765821,10.67979327,0.111357748,0.069634405,0.160613987,0.233335294,0.500720134
158,4.678814255,6.9211005,7.943711088,6.082225158,6.862636124,0.148533786,0.217918781,0.12779458,0.117372157,0.261076307,8.752609887,6.581723566,4.851766332,2.870514529,1.847226866,0.27388464,0.248609172,0.19182303,0.069613048,0.096858338,3.956833895,5.002364344,5.191928658,6.459030593,8.780279078,0.078742963,0.141354094,0.137438724,0.2493592,0.294099553,2.999983614,4.850477465,6.13217832,6.35274413,7.93010127,0.09856209,0.14059355,0.260567894,0.230773154,0.250964759,7.227446742,7.349094432,6.526654981,5.28793505,7.066943123,0.120792982,0.135467178,0.098533253,0.133180858,0.268114519,2.746824448,4.098482149,4.983433987,6.571507374,7.870027544,0.074238499,0.069634405,0.121010538,0.184820035,0.309824395
159,3.750478093,5.447969537,7.948822871,4.084551052,5.766775545,0.018566723,0.06973401,0.040894266,0.030516761,0.152603844,7.600642833,5.029375216,3.851961449,2.121150537,1.688102455,0.150017215,0.149398939,0.081379467,0.036853967,0.020755358,2.756003708,4.209210813,4.893541953,5.626264964,6.669168422,0.039371482,0.023559016,0.059677341,0.134089381,0.18053636,2.581094732,4.232605812,3.941641448,5.241662146,6.876177653,0.030800653,0.036998303,0.09716091,0.146502059,0.146342622,4.449208162,5.173152878,4.260390167,3.98014269,6.120334721,0.100660818,0.025400096,0.037536477,0.041482562,0.153629198,2.821062947,2.929618915,4.470789343,6.140645667,6.10805377,0.018559625,0.029843317,0.024202108,0.093565143,0.183577053
160,2.543641083,5.491553294,6.716883121,4.755919788,5.883084421,0.018566723,0.226635533,0.153353496,0.1197196,0.228493324,7.176740979,5.933939104,3.881025544,2.530639057,1.639673286,0.191306357,0.312804028,0.125944414,0.159700523,0.083021432,2.588674911,4.126754258,4.378146736,5.831711852,6.987533615,0.059057222,0.082456555,0.144672342,0.240733567,0.240715146,2.919901916,3.307648248,4.482651058,5.052376301,7.109170511,0.147843135,0.14059355,0.229653059,0.172431626,0.232992858,4.751190616,6.493957868,5.081500607,4.270520627,6.031103515,0.241585964,0.12700048,0.178298267,0.148463907,0.222657112,2.412751205,3.332503689,4.538995283,5.797573477,6.397141887,0.037119249,0.069634405,0.13641188,0.140925277,0.28176943
