Time,POPDENSITY_CASE_Q_1,POPDENSITY_CASE_Q_2,POPDENSITY_CASE_Q_3,POPDENSITY_CASE_Q_4,POPDENSITY_CASE_Q_5,POPDENSITY_DEATH_Q_1,POPDENSITY_DEATH_Q_2,POPDENSITY_DEATH_Q_3,POPDENSITY_DEATH_Q_4,POPDENSITY_DEATH_Q_5,NH_WHITE_CASE_Q_1,NH_WHITE_CASE_Q_2,NH_WHITE_CASE_Q_3,NH_WHITE_CASE_Q_4,NH_WHITE_CASE_Q_5,NH_WHITE_DEATH_Q_1,NH_WHITE_DEATH_Q_2,NH_WHITE_DEATH_Q_3,NH_WHITE_DEATH_Q_4,NH_WHITE_DEATH_Q_5,BLACK_CASE_Q_1,BLACK_CASE_Q_2,BLACK_CASE_Q_3,BLACK_CASE_Q_4,BLACK_CASE_Q_5,BLACK_DEATH_Q_1,BLACK_DEATH_Q_2,BLACK_DEATH_Q_3,BLACK_DEATH_Q_4,BLACK_DEATH_Q_5,HISPANIC_CASE_Q_1,HISPANIC_CASE_Q_2,HISPANIC_CASE_Q_3,HISPANIC_CASE_Q_4,HISPANIC_CASE_Q_5,HISPANIC_DEATH_Q_1,HISPANIC_DEATH_Q_2,HISPANIC_DEATH_Q_3,HISPANIC_DEATH_Q_4,HISPANIC_DEATH_Q_5,ATKINSON_CASE_Q_1,ATKINSON_CASE_Q_2,ATKINSON_CASE_Q_3,ATKINSON_CASE_Q_4,ATKINSON_CASE_Q_5,ATKINSON_DEATH_Q_1,ATKINSON_DEATH_Q_2,ATKINSON_DEATH_Q_3,ATKINSON_DEATH_Q_4,ATKINSON_DEATH_Q_5,ETASQUARED_Q_1,ETASQUARED_Q_2,ETASQUARED_Q_3,ETASQUARED_Q_4,ETASQUARED_Q_5,ETASQUARED_Q_1,ETASQUARED_Q_2,ETASQUARED_Q_3,ETASQUARED_Q_4,ETASQUARED_Q_5
202,11.52993513,17.20686699,16.43438298,19.61288738,18.39288767,0.129967063,0.183051776,0.14312993,0.159626133,0.169926443,24.31448739,16.2249582,12.8502054,8.288047657,6.019053834,0.210574623,0.176244061,0.120131594,0.036853967,0.055347621,14.94147725,11.06095789,13.63175138,16.44124007,25.15861527,0.187014537,0.270928681,0.168181597,0.145067459,0.16500635,10.82334951,14.12965175,16.49306441,15.35419362,21.74086525,0.043120914,0.081396266,0.145741364,0.11279362,0.227216176,17.91762563,18.55900345,17.54361105,17.51437447,18.48474932,0.100660818,0.110067083,0.121993551,0.141914029,0.179725117,9.725243317,10.88783668,13.8128029,18.23134134,20.72773993,0.111357748,0.119373266,0.156213604,0.225249418,0.14637373
203,17.60125363,20.27516343,21.72507859,22.12465153,19.96346994,0.519868251,0.427120812,0.337377691,0.279345733,0.360062584,27.61211351,17.02097442,13.41404885,10.95791281,7.229783053,0.491340786,0.315138387,0.228637551,0.098277245,0.062266074,17.33329475,12.34492425,16.84890258,19.42178824,25.58763178,0.314971852,0.439768294,0.262218619,0.317580113,0.428045885,12.06153576,15.08420795,17.34543057,16.81791773,24.70494519,0.190964049,0.192391173,0.320189361,0.311154815,0.428116353,22.38696595,24.23169155,20.36353891,19.20860965,20.3043083,0.301982454,0.347134645,0.342520355,0.32531062,0.36071294,16.25823119,12.7430962,17.7709476,22.18995547,21.11867977,0.092798123,0.278537622,0.275023951,0.423930956,0.354956295
204,12.8667392,19.34247105,19.56790608,23.03545947,21.6697459,0.148533786,0.453271066,0.546960802,0.373243458,0.355938156,29.92499359,17.7014399,13.8248214,9.487849022,6.842349703,0.514737966,0.353655301,0.17050936,0.155605638,0.083021432,17.79590966,12.03080404,15.93565842,22.05182206,26.48546045,0.413400556,0.243443163,0.236900959,0.330910636,0.516372813,12.03073511,15.78347587,17.58833285,16.75050085,26.95079095,0.314166662,0.384782347,0.351104196,0.261888636,0.431967475,20.3133531,22.98708685,19.13891134,19.7959154,21.98076062,0.463039763,0.56726881,0.469205966,0.351510133,0.352715803,12.52774664,12.77293951,16.34302325,23.71241051,23.11119217,0.27839437,0.169112128,0.250821843,0.430861707,0.398258523
205,17.22991916,19.89162637,21.80686712,25.71154464,20.95168294,0.259934125,0.34867005,0.296483425,0.284040619,0.359650141,28.86592711,18.12979467,15.07651511,11.35511668,8.260632503,0.479642196,0.299965057,0.215074306,0.118751671,0.07610298,18.09119577,14.82254741,17.0713363,19.79347459,28.08311017,0.433086297,0.31412021,0.289344683,0.320716707,0.399897743,11.62416649,17.40400152,19.70158263,18.42684741,25.35450104,0.190964049,0.229389476,0.267192502,0.247627373,0.449297522,22.50775894,24.71429337,22.26851513,20.71944823,21.44705699,0.2214538,0.245534261,0.248679162,0.281644765,0.371656389,14.19811286,13.01168605,17.98876657,23.57379548,22.72635124,0.129917373,0.263615963,0.226619735,0.408914328,0.358615638
206,17.87975447,20.67613399,21.83242603,25.75379861,22.32388021,0.241367402,0.339953299,0.424278005,0.354463913,0.35511327,29.3008394,20.3847849,16.2933319,11.985729,9.153112899,0.485147415,0.344317867,0.189885424,0.126941441,0.124532148,20.68971355,14.34744059,16.93932279,21.22140888,29.6205811,0.442929167,0.23951666,0.285727875,0.324637449,0.455223401,13.53996711,17.59269286,20.22934303,20.19005803,26.3262674,0.246405225,0.244188797,0.242902274,0.38764704,0.405651477,23.59489577,24.66349318,22.53596253,21.79144498,22.6588336,0.483171927,0.389468138,0.389440951,0.307844278,0.359029332,15.31169034,14.56353851,17.80615067,24.36967676,24.24924792,0.204155871,0.243720419,0.261822801,0.418155329,0.369593668
207,16.35728317,18.45336242,19.01072171,22.06127057,20.6382264,0.705535483,0.374820304,0.301595209,0.192490337,0.275099363,28.24314922,17.06649441,13.28229161,10.29863629,7.748667004,0.407386198,0.249776351,0.108505956,0.081897704,0.048429169,17.94355271,9.835889074,14.06938522,20.3117967,27.31631595,0.206700278,0.227737152,0.189882448,0.244654309,0.381455856,12.61594752,14.21844767,17.7274496,17.3352126,24.94499844,0.09856209,0.14059355,0.227444857,0.252813287,0.344675385,22.48762677,22.0218832,19.43920315,17.1148319,21.23618513,0.463039763,0.321734549,0.258063281,0.222695861,0.282425184,12.21223302,12.85749558,13.89420999,21.77757576,23.0190987,0.222715496,0.164138241,0.19141667,0.300332557,0.303115599
208,10.99150015,14.40007308,18.15705392,17.54713742,16.40408838,0.074266893,0.217918781,0.270924509,0.206574996,0.112596891,20.6321841,15.34840661,12.37742944,10.16759997,7.202109243,0.178231462,0.156402014,0.073629042,0.040948852,0.013836905,10.36454252,8.186757972,11.62984786,14.41029564,24.36076103,0.059057222,0.066750545,0.077761384,0.112917373,0.226155762,12.47426451,16.84532715,17.93281244,15.31529927,17.0296598,0.09856209,0.14429338,0.136908554,0.092049966,0.163672669,16.46810985,19.03313857,17.57176341,16.40744505,16.29648028,0.201321636,0.177800672,0.323752116,0.124447687,0.120377947,10.11499543,9.932850548,11.49380095,16.02043167,19.15605201,0.037119249,0.074608292,0.094608239,0.128218899,0.165890227
209,13.33090728,17.64270455,18.84203286,17.47906157,18.34256965,0.519868251,0.889108629,0.771879263,0.413149991,0.539887655,23.67175309,16.2191223,12.93158486,10.130746,6.254281225,0.911113727,0.355989659,0.211199094,0.073707934,0.069184527,14.44933373,12.51376386,13.81440021,16.45064985,24.33746602,1.348473243,0.251296168,0.345405215,0.495581806,0.720204187,9.092352802,14.45893664,17.48454733,15.63034352,21.17410852,0.123202612,0.129494059,0.196530022,0.163356278,0.960212991,15.50176599,20.80267859,18.13950263,18.0470979,18.09373145,0.905947363,0.846669865,0.67565659,0.513073797,0.522760176,9.465408572,11.05694881,14.73468318,19.23399003,19.6787282,0.742384986,0.363093686,0.58965135,0.410069453,0.628187257
210,14.83481186,19.37733805,20.66693947,20.80538849,19.10352665,0.315634295,0.470704568,0.531625452,0.361506243,0.411617937,25.66945939,16.55410274,13.44698816,11.05209517,7.76250391,0.549833737,0.380500422,0.230575157,0.257977768,0.138369054,19.99086975,11.94834749,15.03326469,18.43219293,24.60827056,0.275600371,0.545783865,0.298386704,0.412462073,0.455223401,12.24633968,14.05935497,17.09811189,16.54436078,23.07720446,0.289526139,0.318185402,0.324605766,0.344863253,0.501287664,24.09819986,25.33236237,20.71544338,19.31122441,18.85514301,0.503304091,0.550335413,0.394133011,0.305660986,0.426373638,14.56930535,13.15095486,15.96018991,19.48696245,21.15893255,0.315513619,0.233772647,0.305826633,0.518651224,0.411676115
211,17.5826869,21.98364668,20.52892132,21.76314529,20.61966647,0.352767741,0.296369543,0.587855068,0.431929537,0.458223976,27.01686171,18.95032165,13.95464102,11.62128421,8.399001557,0.613831907,0.442360921,0.25576404,0.171985179,0.124532148,14.94147725,11.92086197,15.2484648,21.42763992,25.66139932,0.442929167,0.380870755,0.314662343,0.398347401,0.620229751,12.40034295,17.45579915,18.23091977,16.48731574,25.0618158,0.252565356,0.392182007,0.382019031,0.335787904,0.567398585,20.71599637,25.10376151,21.53186176,19.17804355,20.78539918,0.563700582,0.6265357,0.459821846,0.454124893,0.444051518,13.15877388,14.07112379,14.41345521,21.57080835,23.16791199,0.426871367,0.258642077,0.3146274,0.458584712,0.517187179
212,18.381056,20.83303551,23.1512661,22.52136942,20.98137883,0.594135143,0.505571573,0.603190417,0.368548572,0.398007324,27.81167769,18.51146227,15.07651511,12.18228349,9.291481953,0.575983527,0.372330168,0.220887125,0.151510753,0.159124412,34.16460311,12.65904446,15.47451533,18.96541386,28.08602204,0.393714815,0.373017749,0.298386704,0.379527839,0.529961572,14.22374161,19.65349832,20.0283966,18.18440595,24.17028114,0.271045747,0.340384384,0.342271386,0.321526642,0.5077062,24.46057881,27.15270258,20.49491658,20.78058043,21.07287519,0.603964909,0.601135604,0.417593309,0.331860499,0.41585109,17.70588192,15.8915661,18.38700125,20.25743098,23.37771434,0.315513619,0.228798761,0.30142625,0.512875597,0.418384911
213,13.14524005,19.028668,20.18643184,22.0143217,21.4396028,0.315634295,0.392253807,0.6083022,0.417844878,0.438839163,27.77451746,17.64891684,15.46209877,13.48445698,9.997164126,0.655121048,0.337314792,0.230575157,0.180174949,0.131450601,24.56780448,12.44701332,16.76390758,19.29240375,27.81910001,0.728372409,0.259149173,0.367106067,0.405404737,0.546462207,14.29766318,18.85063515,19.57571509,16.89181699,24.96168664,0.400408491,0.28488693,0.278233514,0.299486509,0.59307273,24.09819986,22.06421669,21.26910642,20.11467614,21.31910281,0.463039763,0.457201727,0.483282145,0.347143548,0.456257674,14.86625934,13.76771673,16.33642267,22.62428255,22.94408216,0.501109866,0.26858985,0.347630274,0.465515463,0.476324513
214,14.20354327,16.44850963,18.66823224,17.5189681,17.59357348,0.204233956,0.618889339,0.332265908,0.291082949,0.322530287,23.31804277,14.64809909,12.21854572,10.63851176,7.506521161,0.484459263,0.247441993,0.174384573,0.176080064,0.027673811,14.1934191,9.596372414,13.98439022,16.06798542,23.59979057,0.354343334,0.125648084,0.343596811,0.263473871,0.445517145,10.56462402,14.44413732,16.58360071,15.8235188,19.95522853,0.271045747,0.207190494,0.249526882,0.245034416,0.417846696,23.97740688,20.09147591,17.933052,16.7240225,17.41607937,0.422775436,0.347134645,0.347212415,0.395175988,0.309783808,11.21001329,12.63864459,13.74679715,18.15972358,19.09567285,0.074238499,0.174086014,0.393834297,0.296867181,0.352516733
215,8.986294045,13.57198171,14.69637669,15.47904002,15.76645178,0.111400339,0.122034518,0.14312993,0.143194031,0.129507046,20.90882135,12.57635599,10.82346914,8.492791917,6.351139563,0.154146129,0.14823176,0.098817924,0.069613048,0.027673811,20.84719948,8.936719973,10.87755168,12.40679641,22.81552509,0.00984287,0.09030956,0.108504256,0.098018553,0.207713876,9.363398549,14.64762798,15.93659738,13.2072254,17.23633666,0.110882351,0.14059355,0.174447997,0.115386577,0.127728867,16.79022447,16.42539539,14.79406409,15.18043452,15.51318182,0.181189473,0.143933877,0.13137767,0.141914029,0.127954182,8.444629216,9.619495724,13.25835462,15.04435086,17.25868254,0.037119249,0.029843317,0.059405173,0.129374025,0.168329789
216,9.747529697,12.88335836,14.90084802,14.29358124,14.78483786,0.074266893,0.174335025,0.204471328,0.185448008,0.190961027,19.31987755,12.46664114,9.922482182,7.993215922,7.091414,0.280078011,0.144730222,0.10656835,0.057328393,0.041510716,38.51515182,10.19320081,12.06205648,12.48521125,17.23151608,0.344500464,0.192398629,0.169990001,0.175649248,0.19800762,8.322336473,11.77285987,12.79211704,12.1868969,17.41220455,0.080081698,0.122094398,0.110410125,0.116683055,0.269578513,16.34731687,14.4441879,12.89847199,14.12808741,14.78039159,0.140925145,0.110067083,0.178298267,0.168113542,0.198244801,10.50474755,10.65903792,16.09000121,15.15408776,14.4623344,0.018559625,0.144242697,0.202417628,0.23680067,0.170159461
217,12.43970457,20.0833949,18.21328353,17.14572465,15.81058316,0.389901188,0.41840406,0.546960802,0.50939516,0.401306866,19.40107953,16.27047819,12.4859354,10.20445393,7.651808667,0.577359831,0.381667602,0.251888827,0.135131212,0.255982749,17.97308132,11.28476854,12.48703148,13.69515228,22.42630423,0.482300649,0.420135781,0.273069045,0.407757182,0.523167192,11.08207499,15.47638996,18.35678731,14.73188399,17.020032,0.326486923,0.344084214,0.293690931,0.357828037,0.520543272,21.56154725,22.0134165,17.83451875,17.55804033,15.43068504,0.543568418,0.668869194,0.464513906,0.384259525,0.414588385,12.91749876,11.83784893,13.49377512,15.48329844,18.02958418,0.371192493,0.263615963,0.3146274,0.488617968,0.443390423
218,12.32830423,19.69985785,18.14683035,15.71143689,16.61855865,0.519868251,0.400970558,0.490731187,0.410802548,0.386046482,20.48147874,15.65654192,12.45105849,10.82687648,8.392083104,0.54776928,0.360658376,0.222824732,0.163795408,0.145287506,16.99863716,11.75202235,12.19406999,15.0313412,22.15744094,0.334657593,0.243443163,0.274877449,0.375607097,0.537726576,11.29767957,14.94731423,16.01167627,14.31830738,18.8005339,0.277205878,0.351483874,0.373186221,0.272260463,0.489092446,25.20546886,22.97862015,17.06502097,16.85720335,16.05151536,0.463039763,0.69426929,0.394133011,0.432291965,0.37628631,12.67622364,12.28549867,12.35407587,16.41086399,18.59251315,0.315513619,0.238746533,0.281624526,0.401983576,0.451319001
219,10.82439965,21.56524262,23.96403963,19.4509138,16.84416487,0.594135143,0.20920203,0.526513669,0.598597999,0.39305801,21.72084114,16.1969459,13.99920597,11.87926198,9.021662298,0.476889587,0.378166064,0.418522974,0.368539669,0.304411918,25.3257055,11.27298903,14.47989299,16.66158578,21.52071056,0.51182926,0.270928681,0.401465748,0.443043861,0.445517145,12.59746713,17.18201171,17.28580911,15.26862604,19.62595763,0.301846401,0.499477084,0.443848701,0.361717472,0.451223083,20.5348069,25.11222821,21.35825555,18.14752937,16.84491547,0.644229236,0.474135125,0.483282145,0.49124087,0.40027772,14.71778235,15.80203615,14.34524927,18.33414748,18.60715052,0.55678874,0.263615963,0.358631232,0.467825714,0.436681628
220,16.09734904,22.23643246,24.60301253,18.76311296,18.06458318,0.612701867,0.305086294,0.490731187,0.356811356,0.415329922,22.90652766,16.90892522,14.68705623,12.66547994,10.90348143,0.574607222,0.337314792,0.271264891,0.143320982,0.166042864,22.21535846,12.99672369,14.10012809,17.03248798,24.20546094,0.580729353,0.302340702,0.273069045,0.399131549,0.511519685,13.95885599,18.10326944,18.90000513,17.51283014,19.76716542,0.227924833,0.28858676,0.304731944,0.359124515,0.508989907,32.99661619,26.23829913,24.21571988,19.20205977,17.39545517,0.503304091,0.414868234,0.365980653,0.386442817,0.418376502,16.16543307,14.94155385,14.26384218,19.78613989,19.84339865,0.538229115,0.233772647,0.321227974,0.464360338,0.426313488
221,11.36283462,19.11583551,20.31933821,17.00018317,16.43708381,0.334201018,0.287652792,0.38338374,0.265261074,0.30974456,21.15999697,14.92705492,12.50918668,10.94562816,8.35749084,0.424590007,0.275454294,0.189885424,0.09418236,0.110695243,13.40598947,8.756100853,11.88844967,16.27421645,22.28071039,0.383871945,0.157060105,0.175415214,0.325421597,0.38727961,13.78021221,14.57363138,16.00946807,15.29844505,18.38846388,0.178643788,0.233089306,0.209779237,0.278742855,0.377409919,20.71599637,27.34743665,19.18113987,15.44897953,16.18452037,0.543568418,0.338667946,0.281523579,0.286011351,0.3081002,10.3933898,12.07659546,11.85903276,16.78050406,18.88831006,0.222715496,0.233772647,0.182615903,0.307263308,0.354956295
222,10.10029744,14.8446274,16.12767599,15.07293236,14.49035368,0.092833616,0.244069035,0.286259859,0.281693176,0.136106131,18.61658584,12.14566686,11.75158259,9.332243384,7.976975943,0.216767994,0.171575344,0.110443563,0.053233508,0.048429169,12.78588863,9.325443733,12.57383489,12.89061599,19.30574296,0.196857408,0.121721581,0.115737873,0.140362568,0.237803269,10.44142141,14.75122323,14.94290626,13.12036135,15.65288383,0.154003266,0.218289985,0.125867542,0.132240796,0.189988667,18.42092972,17.86473416,16.67088796,13.56479788,14.38011387,0.342246782,0.347134645,0.197066506,0.17466342,0.151103787,8.74158321,10.09698879,12.18466111,15.6461711,15.47414281,0.092798123,0.094503836,0.151813221,0.169803407,0.182357272
223,7.686623419,13.842201,14.77305344,17.28891868,14.0098578,0.111400339,0.252785787,0.189135978,0.185448008,0.158378044,20.05069536,10.58981697,9.670593355,8.484602146,6.586366954,0.207822013,0.169240985,0.125944414,0.061423278,0.055347621,15.91592141,9.804477053,15.42749682,13.79081839,15.52321504,0.098428704,0.16491311,0.14828915,0.160750428,0.190242615,9.757646909,12.17614137,10.87098087,10.63241931,18.11695981,0.129362743,0.170192192,0.136908554,0.121868969,0.200258324,13.97172156,14.85905614,14.10902338,11.65005013,14.91381749,0.201321636,0.228600864,0.234602983,0.155013786,0.158680021,9.53964707,11.06192269,15.23412668,16.82208857,13.41759191,0.092798123,0.109425494,0.103409005,0.219473792,0.165280337
224,13.33090728,16.46594313,17.99858864,21.81244159,15.41958736,0.408467911,0.479421319,0.567407935,0.476530956,0.439251606,21.81649432,14.37731351,10.98622808,8.574689621,7.063740189,0.581488746,0.405011186,0.329393082,0.241598227,0.242145844,13.84891863,10.23639234,17.4945029,15.71355033,18.51856561,0.600415094,0.282708189,0.320087556,0.432065783,0.577522225,9.813088085,12.44252915,13.44574497,13.2850141,20.22737446,0.418888882,0.347784044,0.373186221,0.370792821,0.538515173,21.88366186,19.10933886,17.28554777,16.31356346,16.12306869,0.684493563,0.711202687,0.525510681,0.478141113,0.423848227,12.1936734,11.54438965,16.89967172,19.69141962,15.30825259,0.389752118,0.29345928,0.319027783,0.478221841,0.498280572
225,10.71299931,16.10855633,19.8950602,19.23729648,16.05804885,0.315634295,0.601455837,0.6083022,0.469488627,0.437601835,21.15036283,14.2092397,12.36967902,11.41244507,9.450606364,0.648927677,0.361825555,0.246076008,0.245693112,0.17987977,17.67779521,10.75861719,14.13629617,15.4022434,20.82088951,0.620100834,0.302340702,0.28391947,0.446180455,0.582375353,12.57898673,14.80672068,15.64290645,12.89218115,19.49566135,0.301846401,0.421780649,0.370978019,0.317637207,0.571249707,20.7562607,21.35301401,19.0732225,15.97296979,16.20977448,0.4429076,0.736602783,0.492666264,0.449758307,0.440263401,12.71334289,12.24570759,13.67859121,17.09469812,17.85942472,0.408311742,0.213877102,0.365231807,0.499014095,0.489742105
226,12.71820541,20.24901318,19.39410545,20.17392629,15.08344646,0.278500848,0.339953299,0.424278005,0.392023003,0.364187012,19.58825697,14.32128891,12.85795582,12.66957483,10.39151593,0.510609052,0.305800953,0.240263189,0.135131212,0.17987977,21.73305781,11.218018,15.07485799,14.79531252,19.11938285,0.423243427,0.215957644,0.356255641,0.346593605,0.436781515,11.71656845,15.85377264,14.86341097,13.8373139,18.21323785,0.19712418,0.299686251,0.287066324,0.328009034,0.44352084,25.04441155,20.17614289,18.70254979,17.22181324,15.34860917,0.543568418,0.414868234,0.384748892,0.362426597,0.363238351,13.23301238,16.7520484,14.94590158,17.05195849,16.05902784,0.296953994,0.218850989,0.347630274,0.39620795,0.381791479
227,14.59344446,22.41076749,19.71614779,18.26076013,17.63976708,0.259934125,0.400970558,0.403830873,0.300472721,0.362949684,23.02970693,15.09046001,13.54968129,12.14952441,9.734262924,0.538135147,0.242773276,0.184072604,0.159700523,0.159124412,17.8155954,14.8146944,15.00071342,17.60099559,20.80827138,0.51182926,0.306267205,0.294769896,0.316011816,0.437752141,12.61594752,15.55778622,15.75331658,14.78763256,21.16127145,0.252565356,0.233089306,0.234069464,0.202250629,0.501287664,31.70815771,22.98708685,18.31310884,16.41181163,17.69976726,0.4429076,0.406401535,0.361288593,0.242345496,0.374181801,17.33468942,15.08082266,15.53115255,20.25050022,17.81246315,0.185596247,0.218850989,0.266223184,0.390432324,0.386670603
228,12.81103903,17.04124871,15.4835913,16.43914426,15.62869587,0.352767741,0.331236548,0.460060488,0.335684368,0.309332117,20.48010243,12.74092826,11.89109025,10.06113295,8.987070035,0.443858273,0.267284039,0.184072604,0.159700523,0.221390486,11.32914381,9.282252204,13.98439022,14.64946091,20.03371216,0.541357871,0.172766115,0.231475746,0.268178762,0.457164652,11.5256044,12.71631659,15.2410136,13.02831138,18.17151737,0.271045747,0.28488693,0.251735084,0.281335811,0.377409919,21.58167941,19.15167236,16.54420235,15.39439721,15.42984324,0.463039763,0.651935796,0.314367997,0.34059367,0.301786672,12.65766401,11.38522529,13.4453709,16.53330727,16.57377546,0.389752118,0.243720419,0.281624526,0.321124811,0.343978265
229,9.413328679,13.00539288,12.20182649,14.04475227,12.66859374,0.111400339,0.191768528,0.245365593,0.122067043,0.155078501,17.49352118,9.168192695,9.131938786,8.611543588,6.870023514,0.22158506,0.138894326,0.089129893,0.057328393,0.020755358,11.88034456,8.147492946,9.684004863,10.78439332,18.14584539,0.24607176,0.125648084,0.106695852,0.090961218,0.26401016,8.987630581,11.16978754,11.58864668,9.600422507,15.37496122,0.073921567,0.184991513,0.170031592,0.111497142,0.179077155,16.22652388,13.60598474,12.39172955,11.47320342,12.95367728,0.281850291,0.228600864,0.178298267,0.148463907,0.150261983,9.01997758,9.256402038,9.518028887,13.19268513,14.02199343,0.185596247,0.064660519,0.118810347,0.114357397,0.200044098
230,6.20128556,10.0329807,11.48106506,12.17384009,11.21844477,0.167100509,0.200485279,0.235142027,0.187795451,0.155490944,14.20828181,9.142514753,8.705665387,8.214339723,7.873199153,0.205757556,0.150566118,0.114318775,0.131036327,0.110695243,10.56139992,7.64490061,9.494122415,11.27213364,13.07626793,0.334657593,0.086383058,0.104887448,0.158397982,0.212567004,7.607761321,9.860047631,9.742589394,9.208886032,13.2876533,0.147843135,0.229389476,0.183280807,0.10501475,0.182928277,11.47533327,11.81104462,10.56182628,10.30295851,11.44095581,0.301982454,0.245534261,0.206450625,0.157197078,0.157838217,9.242693076,8.614770731,9.086791332,13.08410336,11.24028267,0.27839437,0.154190469,0.116610155,0.175579033,0.173208914
231,10.56446552,13.38021318,14.4510111,15.22082128,12.47185851,0.259934125,0.514288324,0.546960802,0.495310501,0.384809153,16.14887147,11.59242391,9.825601864,8.374040246,7.880117605,0.560844175,0.327977358,0.267389678,0.245693112,0.20755358,13.47488956,10.90782429,12.07652371,11.31761425,15.91437716,0.541357871,0.384797257,0.300195109,0.381880284,0.502784055,9.880849521,10.82940316,12.84069749,10.42757572,14.93272408,0.308006531,0.384782347,0.342271386,0.338380861,0.483957617,15.52189816,17.04346439,15.37118743,13.79622691,12.32190351,0.463039763,0.618069002,0.41290125,0.471591235,0.388913368,11.19145366,10.61427294,11.40799348,14.92190759,12.69426173,0.315513619,0.213877102,0.374032573,0.465515463,0.421434364
232,9.93319693,17.87805683,17.68165808,15.65275081,13.46460838,0.427034634,0.427120812,0.414054439,0.460098854,0.435127178,15.61555339,14.13804177,12.17785599,11.54757628,10.02483794,0.538823299,0.435357845,0.317767443,0.249787998,0.159124412,15.6206353,10.33455491,12.88488042,13.26857553,16.59187382,0.423243427,0.345532231,0.365297662,0.479898837,0.445517145,12.44346386,14.36644088,14.43722789,12.52009185,14.93015667,0.246405225,0.351483874,0.344479589,0.388943518,0.52182698,24.94375073,19.71047447,16.44097703,14.1302707,13.39141527,0.603964909,0.558802111,0.478590085,0.334043791,0.443209715,16.0355157,11.4896769,12.59829714,14.98428435,14.32449914,0.296953994,0.313354825,0.376232765,0.562545982,0.406796991
233,12.17977044,17.30275125,17.97302972,16.35698375,13.33056447,0.259934125,0.409687309,0.541849019,0.359158799,0.303557917,16.39041295,12.96502667,12.12554062,11.08894914,10.75127547,0.418396636,0.316305566,0.19182303,0.180174949,0.235227391,14.84304854,12.2703207,12.20492041,13.1595789,16.77435143,0.403557686,0.294487697,0.240517768,0.30424959,0.406692122,12.14161746,14.85481848,14.75300085,12.89866354,14.65351777,0.308006531,0.362583365,0.276025311,0.286521725,0.360721725,18.74304434,20.7264783,17.90959171,15.38566404,13.1334024,0.463039763,0.6265357,0.431669488,0.342776962,0.298840358,12.50918701,12.33026365,13.50697627,15.41052555,13.91343292,0.27839437,0.248694305,0.266223184,0.358088818,0.341538703
234,15.5032139,17.73858881,18.48931982,16.67154113,13.90757198,0.352767741,0.531721827,0.6083022,0.373243458,0.340677771,16.8576684,13.28833531,13.64074879,12.28465562,9.595893871,0.482394805,0.316305566,0.269327284,0.212934031,0.145287506,12.74651715,12.39204228,12.99157627,13.69750472,17.67120947,0.50198639,0.235590157,0.35987245,0.294839809,0.483371543,11.98145406,15.03611016,14.91640783,13.56894287,15.45519292,0.332647054,0.388482177,0.348895994,0.303375944,0.406293331,21.90379403,22.19968387,18.5148674,16.44892761,13.51894855,0.6643614,0.685802591,0.473898025,0.38862611,0.332933413,16.22111194,12.8475478,12.38707874,16.50673939,14.59590043,0.352632868,0.243720419,0.402635064,0.354623442,0.381791479
235,11.80843598,15.5768345,18.6477851,14.99781418,12.89378752,0.445601358,0.244069035,0.362936607,0.431929537,0.263963406,15.78070996,11.87604846,12.40649354,11.42472972,9.838039715,0.416332179,0.240438917,0.145320477,0.143320982,0.17987977,21.05389976,9.741653011,11.46347466,12.31348275,16.55887255,0.413400556,0.196325131,0.235092555,0.271315356,0.367867098,11.80281028,14.45153698,14.68896298,12.88829171,13.67597473,0.215604572,0.247888627,0.267192502,0.203547108,0.363930993,19.6489917,19.16860575,16.43628497,15.68040856,12.54161431,0.483171927,0.355601343,0.361288593,0.286011351,0.283266988,13.62276449,13.87714223,12.28807012,13.19730563,14.14214187,0.408311742,0.198955444,0.235420502,0.319969686,0.305555161
236,6.25698573,10.22474923,11.31237621,12.12219634,9.314608704,0.018566723,0.217918781,0.281148076,0.122067043,0.122083075,11.47149987,8.669807172,9.143564425,6.826173638,6.828512798,0.168597329,0.137727147,0.093005105,0.040948852,0.055347621,7.303409826,8.104301417,7.665825698,9.33215043,12.1570855,0.2657575,0.137427592,0.061485745,0.090961218,0.210625753,7.558480276,11.26598313,10.42492396,9.324272609,9.811374181,0.09856209,0.125794229,0.152365972,0.11279362,0.143133354,12.64299876,12.5815142,12.41988191,10.78109962,9.163876455,0.301982454,0.18626737,0.192374446,0.159380371,0.117010732,6.514428252,7.968165537,7.801879434,11.17468137,9.939996041,0.315513619,0.08952995,0.083607281,0.116667647,0.155522088
237,8.652093027,12.22960202,13.22418313,13.42972217,12.06683966,0.074266893,0.235352284,0.199359545,0.154931247,0.149716745,14.13533766,11.6437798,10.69364951,9.508323448,7.444255086,0.200252337,0.138894326,0.096880318,0.098277245,0.10377679,15.39424928,10.6290426,11.63346467,11.31447765,13.88091655,0.226386019,0.106015571,0.13563032,0.147419904,0.18053636,8.858267838,11.73216174,13.8255558,11.28325146,12.74785442,0.141683004,0.14059355,0.117034732,0.160763321,0.16752379,12.82418823,17.11119798,13.50843975,12.88142725,11.78399087,0.120792982,0.237067562,0.178298267,0.163746957,0.148157473,11.02441704,9.296193127,12.96572913,14.10869943,11.50497517,0.074238499,0.149216583,0.121010538,0.217163541,0.1353957
